TATA Box,CAAT Box,GC Box,CpG Island,BRE (TFIIB),MRE,PPE,Octamer Motif,Sp1 Binding Site,E-box,RFX Binding Site,alpha_seq,alpha_graph,label
0.0,0.0,0.6931472,1.609438,2.6390574,0.0,0.0,0.0,0.0,3.4965076,0.0,0.10575113445520401,0.9669215083122253,1.0
0.6931472,0.0,2.7725887,2.3978953,4.4998097,2.6390574,1.609438,0.0,1.3862944,3.4339871,0.0,0.05651596188545227,0.9997758269309998,0.0
1.609438,0.0,1.7917595,0.6931472,2.1972246,0.0,1.3862944,0.6931472,0.0,3.4011974,0.0,0.04191125929355621,0.9841166138648987,1.0
1.0986123,0.0,2.3978953,1.9459102,3.8918204,1.3862944,1.0986123,0.0,0.6931472,3.4011974,0.0,0.039991218596696854,0.9987714886665344,0.0
1.7917595,0.0,1.0986123,1.0986123,3.4011974,0.0,1.609438,0.0,0.0,3.0910425,0.0,0.03753513842821121,0.9844159483909607,1.0
0.0,0.0,2.8332133,1.9459102,4.634729,2.8903718,1.0986123,0.0,1.0986123,3.8286414,0.0,0.0658063217997551,0.9997183680534363,1.0
0.0,0.0,3.295837,2.0794415,4.727388,2.3025851,1.7917595,0.0,1.7917595,3.3322046,0.0,0.09285927563905716,0.999923586845398,1.0
0.0,0.0,2.8332133,2.3025851,4.5108595,2.4849067,1.0986123,0.0,1.0986123,3.637586,0.0,0.06597103178501129,0.9997218251228333,0.0
0.0,1.0986123,2.944439,2.3025851,4.5108595,2.3025851,0.6931472,0.0,0.6931472,3.6109178,0.0,0.035038914531469345,0.9997614026069641,1.0
1.7917595,0.6931472,1.7917595,0.6931472,3.465736,1.609438,1.9459102,0.6931472,1.0986123,3.3672957,0.0,0.032582011073827744,0.9986947178840637,0.0
0.0,0.0,2.7080503,2.0794415,4.3307333,2.4849067,1.3862944,0.0,1.3862944,3.3322046,0.0,0.08849610388278961,0.9997279047966003,0.0
0.0,0.6931472,1.3862944,1.0986123,2.1972246,0.0,0.0,0.0,0.0,3.4339871,0.0,0.08898405730724335,0.9816181063652039,1.0
0.6931472,0.6931472,1.7917595,1.9459102,3.5553482,1.609438,1.0986123,0.0,0.6931472,3.583519,0.0,0.04832351580262184,0.9982099533081055,0.0
1.9459102,1.0986123,0.0,1.3862944,3.218876,1.3862944,1.7917595,0.6931472,0.0,3.4965076,0.0,0.016387799754738808,0.978116512298584,1.0
0.0,0.6931472,3.6109178,2.3025851,4.477337,2.1972246,2.6390574,0.0,2.6390574,3.8918204,0.0,0.11280445009469986,0.9999817609786987,1.0
0.0,1.0986123,1.609438,1.3862944,3.3322046,0.6931472,0.0,0.0,0.0,3.465736,0.0,0.05059458315372467,0.9950847029685974,1.0
0.6931472,0.0,0.0,0.6931472,2.0794415,0.6931472,0.6931472,0.0,0.0,3.583519,0.0,0.11132320761680603,0.8831023573875427,0.0
0.6931472,0.0,1.609438,1.0986123,3.6109178,1.9459102,0.6931472,1.0986123,0.0,3.0910425,0.0,0.036508623510599136,0.9953847527503967,0.0
1.609438,1.609438,0.6931472,0.6931472,2.1972246,1.0986123,1.3862944,0.0,0.0,3.1354942,0.0,0.021870017051696777,0.9748902320861816,1.0
0.0,1.3862944,1.3862944,1.609438,3.3672957,2.1972246,0.6931472,0.0,0.6931472,3.5553482,0.0,0.06279635429382324,0.997718870639801,1.0
0.6931472,1.0986123,1.609438,0.6931472,2.1972246,0.0,0.0,0.0,0.0,3.2580965,0.0,0.04268166050314903,0.9853430986404419,1.0
0.0,0.0,2.8332133,2.3025851,4.5108595,2.4849067,1.0986123,0.0,1.0986123,3.637586,0.0,0.06597103178501129,0.9997218251228333,0.0
0.0,0.0,2.8332133,2.3025851,4.5108595,2.4849067,1.0986123,0.0,1.0986123,3.637586,0.0,0.06597103178501129,0.9997218251228333,0.0
0.6931472,0.0,2.0794415,1.7917595,3.6635616,1.3862944,1.0986123,0.0,0.6931472,3.8066626,0.0,0.0562593936920166,0.9980725049972534,1.0
0.6931472,1.609438,2.7080503,1.3862944,2.8903718,0.6931472,1.3862944,0.0,1.0986123,3.583519,0.0,0.04466922953724861,0.9994250535964966,1.0
1.0986123,0.0,1.3862944,1.609438,3.4339871,2.0794415,1.0986123,0.0,0.0,3.583519,0.0,0.04149791598320007,0.9904532432556152,0.0
0.0,0.6931472,2.4849067,1.7917595,3.1354942,1.3862944,0.0,0.0,0.0,4.060443,0.0,0.04481873661279678,0.9971722960472107,1.0
2.0794415,0.6931472,1.3862944,1.0986123,2.8332133,1.0986123,1.7917595,0.0,0.0,3.4011974,0.0,0.02108772099018097,0.9876164793968201,1.0
0.0,0.6931472,2.1972246,1.9459102,3.637586,1.3862944,0.6931472,0.0,0.6931472,3.4965076,0.0,0.06291274726390839,0.9989017248153687,0.0
0.6931472,0.6931472,1.7917595,1.9459102,3.5553482,1.609438,1.0986123,0.0,0.6931472,3.583519,0.0,0.04832351580262184,0.9982099533081055,0.0
0.0,1.0986123,1.3862944,0.0,1.609438,0.0,0.0,0.0,0.0,3.5263605,0.0,0.10795153677463531,0.9707561731338501,1.0
1.0986123,1.3862944,2.8903718,2.1972246,4.7957907,2.9957323,1.0986123,0.6931472,0.6931472,3.583519,0.0,0.009246207773685455,0.9998387098312378,1.0
0.0,1.609438,1.609438,0.0,2.7725887,0.0,0.0,0.0,0.0,3.6888795,0.0,0.0653928741812706,0.992062509059906,1.0
1.609438,1.0986123,0.0,0.0,1.0986123,0.0,1.3862944,0.0,0.0,3.0910425,0.0,0.05995028093457222,0.8484256267547607,1.0
0.0,0.0,2.8332133,2.3025851,4.5108595,2.4849067,1.0986123,0.0,1.0986123,3.637586,0.0,0.06597103178501129,0.9997218251228333,0.0
1.0986123,1.0986123,1.9459102,0.6931472,2.4849067,0.6931472,1.0986123,0.0,0.0,3.637586,0.0,0.03434772044420242,0.992099940776825,1.0
0.0,0.0,2.0794415,1.7917595,4.0253515,2.0794415,1.0986123,0.0,1.0986123,3.8066626,0.0,0.09178093075752258,0.9991355538368225,1.0
0.6931472,0.0,2.7725887,2.3978953,4.4998097,2.6390574,1.609438,0.0,1.3862944,3.4339871,0.0,0.05651596188545227,0.9997758269309998,0.0
0.0,1.3862944,2.3025851,1.609438,3.3322046,0.0,0.0,0.0,0.0,3.5263605,0.6931472,0.038211677223443985,0.9982755184173584,0.0
1.0986123,0.6931472,2.3025851,2.3025851,4.1271343,1.9459102,1.609438,0.0,1.0986123,3.5553482,0.0,0.037652745842933655,0.9995542168617249,1.0
1.0986123,0.6931472,1.9459102,0.6931472,2.1972246,0.0,1.0986123,0.0,0.0,3.5553482,0.0,0.04887944459915161,0.9876115918159485,0.0
1.0986123,1.3862944,1.0986123,0.6931472,3.0445225,1.0986123,1.0986123,0.0,0.0,3.5553482,0.6931472,0.03293594345450401,0.9924023151397705,1.0
0.6931472,0.6931472,1.7917595,1.9459102,3.5553482,1.609438,1.0986123,0.0,0.6931472,3.583519,0.0,0.04832351580262184,0.9982099533081055,0.0
0.6931472,0.6931472,1.9459102,0.6931472,2.944439,0.0,0.6931472,0.0,0.0,3.8066626,0.0,0.04834093153476715,0.9926515221595764,1.0
0.0,0.6931472,1.9459102,1.3862944,2.7725887,0.0,0.0,0.0,0.0,3.4965076,0.6931472,0.07544779032468796,0.9946309328079224,1.0
0.0,0.6931472,2.1972246,1.9459102,3.637586,1.3862944,0.6931472,0.0,0.6931472,3.4965076,0.0,0.06291274726390839,0.9989017248153687,0.0
0.0,0.0,1.9459102,1.609438,3.8501477,1.0986123,0.6931472,0.0,0.6931472,3.713572,0.0,0.08390530198812485,0.9981056451797485,1.0
0.6931472,1.7917595,1.609438,1.0986123,3.3322046,1.0986123,0.6931472,0.0,0.6931472,3.583519,0.0,0.033635206520557404,0.9981768131256104,1.0
0.6931472,0.0,1.609438,1.0986123,3.0445225,0.6931472,0.6931472,0.0,0.0,3.637586,0.6931472,0.0705237165093422,0.9909012317657471,1.0
0.6931472,0.6931472,1.7917595,1.9459102,3.5553482,1.609438,1.0986123,0.0,0.6931472,3.583519,0.0,0.04832351580262184,0.9982099533081055,0.0
1.0986123,0.0,1.9459102,1.609438,3.5263605,1.3862944,1.3862944,0.0,0.6931472,3.1780539,0.0,0.05364202335476875,0.997530996799469,1.0
0.0,0.6931472,3.1354942,2.1972246,4.7791233,2.944439,1.609438,0.0,1.609438,3.5553482,0.0,0.06417923420667648,0.9999227523803711,1.0
1.0986123,0.0,1.3862944,1.609438,3.4339871,2.0794415,1.0986123,0.0,0.0,3.583519,0.0,0.04149791598320007,0.9904532432556152,0.0
0.0,0.6931472,2.0794415,1.0986123,3.295837,0.0,1.0986123,0.0,1.0986123,3.4011974,0.0,0.09976904839277267,0.9987267851829529,1.0
0.6931472,1.0986123,0.0,0.0,2.5649493,0.0,0.0,0.6931472,0.0,3.3672957,0.0,0.0632534772157669,0.9536542892456055,0.0
0.0,0.0,2.0794415,1.0986123,3.2580965,1.3862944,0.6931472,1.0986123,0.6931472,3.295837,0.0,0.06933935731649399,0.9982576966285706,1.0
0.0,1.0986123,3.1354942,1.609438,4.1743875,1.7917595,1.9459102,0.0,1.9459102,3.4965076,0.0,0.08661863207817078,0.9999277591705322,1.0
0.0,0.0,2.3025851,1.9459102,4.0253515,1.9459102,1.0986123,0.0,1.0986123,3.637586,0.0,0.08666287362575531,0.999326229095459,1.0
1.7917595,0.6931472,1.7917595,0.6931472,3.465736,1.609438,1.9459102,0.6931472,1.0986123,3.3672957,0.0,0.032582011073827744,0.9986947178840637,0.0
0.6931472,0.6931472,1.609438,1.0986123,2.4849067,1.0986123,0.0,0.0,0.0,2.9957323,0.0,0.039438746869564056,0.9873540997505188,1.0
0.6931472,1.0986123,0.0,0.0,2.5649493,0.0,0.0,0.6931472,0.0,3.3672957,0.0,0.0632534772157669,0.9536542892456055,0.0
1.9459102,1.3862944,0.6931472,0.0,0.0,0.0,1.609438,0.6931472,0.0,3.1780539,0.0,0.03041103109717369,0.8794993162155151,1.0
0.6931472,0.6931472,1.7917595,1.9459102,3.5553482,1.609438,1.0986123,0.0,0.6931472,3.583519,0.0,0.04832351580262184,0.9982099533081055,0.0
0.0,1.609438,1.3862944,0.0,2.8332133,0.0,0.0,0.0,0.0,3.8501477,0.0,0.06711019575595856,0.9902979731559753,1.0
1.7917595,0.6931472,1.7917595,0.6931472,3.465736,1.609438,1.9459102,0.6931472,1.0986123,3.3672957,0.0,0.032582011073827744,0.9986947178840637,0.0
1.609438,1.0986123,1.3862944,0.0,1.9459102,0.0,1.3862944,0.6931472,0.0,3.2580965,0.6931472,0.03378036990761757,0.9860407114028931,1.0
1.3862944,1.3862944,2.3025851,1.609438,4.1108737,2.3025851,1.609438,0.0,0.6931472,3.0910425,0.0,0.01859484240412712,0.9993995428085327,0.0
0.6931472,0.0,0.0,0.6931472,2.0794415,0.6931472,0.6931472,0.0,0.0,3.583519,0.0,0.11132320761680603,0.8831023573875427,0.0
1.7917595,0.6931472,1.7917595,0.6931472,3.465736,1.609438,1.9459102,0.6931472,1.0986123,3.3672957,0.0,0.032582011073827744,0.9986947178840637,0.0
0.0,0.6931472,1.7917595,2.0794415,3.871201,1.7917595,0.6931472,0.0,0.6931472,3.4965076,0.0,0.06341713666915894,0.9986635446548462,1.0
1.3862944,1.3862944,2.3025851,1.609438,4.1108737,2.3025851,1.609438,0.0,0.6931472,3.0910425,0.0,0.01859484240412712,0.9993995428085327,0.0
1.7917595,1.3862944,0.0,0.0,1.9459102,0.0,1.7917595,0.0,0.0,3.295837,0.0,0.043930184096097946,0.9264629483222961,1.0
0.0,0.0,1.3862944,0.0,2.1972246,0.0,0.0,0.0,0.0,3.6635616,0.0,0.132746160030365,0.965976357460022,1.0
0.0,0.6931472,3.1354942,2.3978953,4.8121843,3.0910425,2.0794415,0.0,2.0794415,3.465736,0.0,0.08384629338979721,0.999956488609314,1.0
1.0986123,1.609438,2.1972246,1.609438,3.7376697,1.7917595,0.6931472,0.0,0.0,3.7612002,0.0,0.010859061032533646,0.9983803033828735,1.0
0.0,0.6931472,2.4849067,2.0794415,4.0775375,1.609438,1.0986123,0.0,1.0986123,3.5263605,0.0,0.06613659113645554,0.9996218681335449,1.0
0.0,0.0,2.8332133,2.3025851,4.5108595,2.4849067,1.0986123,0.0,1.0986123,3.637586,0.0,0.06597103178501129,0.9997218251228333,0.0
1.0986123,0.6931472,1.7917595,1.0986123,3.218876,1.3862944,1.3862944,0.0,0.6931472,3.4011974,0.0,0.048730168491601944,0.9972127079963684,0.0
